,ADIG,AVAG,AQUE,ACAL,BPLA,BGLA,BFLO,CELE,CTEL,CFAR,CINT,CGIG,CVIR,DRER,DPUL,DMEL,EMUL,EPAL,HROB,HSAP,LLUY,LANA,LGIG,MLIG,MYES,MLEI,MPHI,NGEN,OBIM,PYES,PAUS,SKOW,SMAN,SMED,SPUR,TKIT,TADH,Total
OG0005139,0,3,1,0,1,0,2,1,1,1,1,2,2,3,1,1,2,1,1,3,1,5,1,3,2,1,1,2,2,1,1,1,3,0,1,0,0,52
OG0005140,0,3,0,2,1,1,7,0,2,3,0,4,4,1,0,0,0,0,2,0,0,6,1,3,4,0,1,1,0,1,2,1,0,0,2,0,0,52
OG0005141,0,8,0,5,2,4,0,0,2,1,0,3,4,0,1,2,1,0,1,0,1,1,0,6,1,0,2,2,1,1,1,0,1,1,0,0,0,52
OG0005142,0,2,4,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,3,1,2,2,2,1,1,1,1,1,1,2,1,1,52
OG0005143,0,3,1,1,1,2,2,2,2,1,0,4,1,7,0,6,0,0,1,3,1,4,1,0,1,0,1,3,0,1,1,1,0,0,1,0,0,52
OG0005144,0,2,1,3,1,1,2,1,1,1,1,3,2,2,1,4,1,2,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,2,0,1,52
OG0005145,0,2,1,2,1,5,2,0,2,1,1,5,3,4,0,4,0,0,1,1,2,3,1,0,3,0,1,2,3,1,1,0,0,0,0,0,0,52
OG0005146,0,2,4,1,1,1,3,2,1,1,1,1,1,3,1,2,0,1,2,1,1,1,1,3,3,0,1,2,2,1,1,1,1,1,2,1,1,52
OG0005147,0,0,1,2,1,1,3,0,4,1,1,1,1,6,0,0,0,0,1,2,1,1,1,4,1,1,1,2,8,1,1,1,0,2,2,0,0,52
OG0005148,0,0,2,2,1,2,2,1,1,1,1,1,1,4,0,4,1,1,1,1,1,2,1,2,3,1,1,2,4,1,1,2,1,1,1,0,1,52
OG0005149,0,0,2,0,0,0,43,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,52
OG0005150,0,0,1,13,1,1,2,0,1,2,2,3,2,1,1,0,1,1,1,1,1,1,1,5,1,1,0,1,1,1,1,1,0,1,1,0,1,52
OG0005151,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,15,0,0,0,0,3,1,0,1,0,2,52
OG0005152,0,0,0,2,1,2,3,0,1,1,1,2,12,7,0,0,1,1,0,1,1,3,1,0,3,0,1,1,3,1,1,1,0,0,1,0,0,52
OG0005153,0,0,0,1,0,1,3,0,1,2,2,2,1,3,0,0,0,1,1,2,2,3,1,5,2,0,0,0,6,2,1,3,1,2,2,0,2,52
OG0005154,0,0,0,4,1,1,0,1,0,1,4,2,2,5,0,0,0,0,1,3,1,2,1,0,2,0,3,2,2,1,1,11,0,0,1,0,0,52
OG0005155,0,0,0,1,3,2,0,3,0,3,0,8,8,0,0,1,0,0,0,0,0,0,1,0,4,0,3,0,12,2,0,1,0,0,0,0,0,52
OG0005156,0,0,0,2,1,1,0,0,1,2,0,6,4,3,0,3,0,0,0,2,1,2,1,3,11,0,1,3,0,1,1,2,0,0,1,0,0,52
OG0005157,0,0,0,3,2,6,1,0,1,2,0,2,3,0,1,0,0,0,0,0,1,4,1,5,3,0,3,5,2,3,1,1,0,0,2,0,0,52
OG0005158,0,0,0,2,1,3,0,0,2,3,0,3,3,0,0,0,3,1,6,0,1,5,1,5,1,0,1,6,1,1,1,0,2,0,0,0,0,52
OG0005159,0,0,0,0,9,0,5,0,0,1,0,12,23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52
OG0005160,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,11,0,0,1,0,0,0,0,0,0,0,52
OG0005161,0,0,0,0,0,0,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52
OG0005162,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,52
OG0005163,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,52
OG0005164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
OG0005165,2,0,1,1,1,2,2,1,1,1,1,1,1,4,1,3,1,1,1,1,1,2,2,3,3,1,2,2,1,1,1,1,1,0,1,1,1,51
OG0005166,26,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,6,0,0,0,1,0,3,0,0,2,1,0,0,1,0,0,51
OG0005167,8,0,0,0,3,0,0,0,0,9,0,2,8,0,0,0,0,1,0,0,0,0,0,0,7,0,5,3,0,5,0,0,0,0,0,0,0,51
OG0005168,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,4,1,1,4,2,1,2,1,3,1,1,1,2,1,1,1,2,0,0,1,0,1,51
OG0005169,7,3,1,0,1,0,2,0,4,0,1,0,0,1,0,0,0,5,0,1,1,1,0,0,0,0,5,6,0,0,1,4,1,5,1,0,0,51
OG0005170,2,4,1,1,2,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,0,4,1,1,1,51
OG0005171,2,4,1,1,1,4,0,2,1,1,1,3,0,1,1,1,1,3,1,1,1,1,1,4,2,1,1,2,1,1,2,1,1,0,2,0,0,51
OG0005172,2,4,3,1,1,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,3,2,1,1,1,1,0,1,1,1,51
OG0005173,5,0,1,1,3,2,3,0,3,1,1,4,2,1,0,0,0,2,0,0,3,2,0,0,2,1,4,1,1,1,3,1,0,0,2,0,1,51
OG0005174,2,4,1,2,1,3,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,51
OG0005175,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,2,2,5,1,2,1,1,1,1,1,0,1,51
OG0005176,2,3,1,1,0,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,7,2,0,1,51
OG0005177,3,0,5,3,1,2,1,0,2,1,1,2,1,1,1,7,0,2,0,1,1,2,1,0,1,0,1,2,1,1,2,1,0,0,2,0,2,51
OG0005178,3,2,1,1,1,1,2,1,1,1,1,2,2,2,1,3,1,1,2,1,1,2,1,4,1,1,1,3,1,1,1,1,1,0,1,0,1,51
OG0005179,2,5,2,1,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,51
OG0005180,2,3,3,2,1,1,2,0,2,1,1,1,1,4,0,0,1,1,1,1,1,2,1,3,1,1,1,3,1,2,1,1,1,2,1,0,1,51
OG0005181,2,4,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,3,2,1,1,1,51
OG0005182,4,3,1,1,0,1,2,2,1,1,0,2,3,1,1,1,1,1,1,1,1,5,1,2,1,1,0,3,1,1,1,1,1,1,2,0,1,51
OG0005183,2,3,2,1,1,3,2,0,3,1,5,2,2,2,0,0,0,1,0,1,1,2,2,2,1,1,0,2,1,1,1,1,1,0,3,0,1,51
OG0005184,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1,2,3,2,1,1,1,1,2,1,0,51
OG0005185,2,2,0,1,2,1,2,0,7,3,1,1,2,1,2,0,0,2,0,1,1,2,0,2,2,1,3,2,1,2,1,1,0,0,2,0,1,51
OG0005186,1,4,3,1,1,2,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,3,1,1,1,2,2,1,1,1,2,1,2,1,1,51
OG0005187,4,0,0,1,1,8,1,0,1,1,0,4,1,2,2,1,0,1,1,1,1,3,1,0,4,0,1,2,2,1,1,1,0,3,1,0,0,51
OG0005188,1,5,1,2,1,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,4,1,1,1,2,1,1,1,1,1,0,1,1,1,51
OG0005189,4,2,1,1,1,3,3,1,1,1,0,1,1,3,1,2,1,1,1,1,1,2,1,6,1,0,1,1,1,1,1,1,1,1,1,0,1,51
OG0005190,2,2,1,5,1,3,2,2,1,1,1,1,1,1,0,1,1,1,1,4,1,1,1,4,1,2,1,2,1,1,1,1,0,0,1,0,1,51
OG0005191,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,1,3,1,1,2,2,1,1,2,2,1,2,1,1,1,51
OG0005192,1,4,1,1,1,1,2,2,1,1,1,3,1,2,2,1,1,1,1,2,1,4,0,3,2,0,1,0,1,1,1,1,1,2,1,1,1,51
OG0005193,2,0,0,3,1,2,1,0,1,1,4,1,2,5,1,0,1,2,1,2,2,1,1,2,3,0,1,2,2,1,1,1,2,1,1,0,0,51
OG0005194,1,3,5,1,1,1,2,1,1,1,2,1,3,1,0,1,0,1,1,1,1,3,1,3,2,2,2,2,1,1,1,1,0,0,2,1,0,51
OG0005195,1,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,1,1,2,2,1,2,1,1,2,2,0,1,51
OG0005196,1,2,3,1,1,2,2,1,1,1,1,1,1,3,1,4,1,2,1,1,1,2,1,0,1,0,3,1,1,1,1,2,1,2,2,0,1,51
OG0005197,3,1,0,4,1,1,1,0,1,2,1,8,1,2,0,0,0,1,0,1,1,1,0,0,3,0,1,6,6,1,1,1,0,0,2,0,0,51
OG0005198,2,2,1,1,1,7,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,0,1,1,1,51
OG0005199,1,5,1,1,3,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,0,2,1,1,1,1,2,2,1,1,1,51
OG0005200,2,2,1,1,1,3,1,2,2,0,1,1,2,2,1,1,1,1,1,1,1,4,1,3,3,1,0,1,1,1,1,1,1,2,1,1,1,51
OG0005201,1,3,1,1,1,1,2,1,2,2,1,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,0,1,3,3,1,1,1,51
OG0005202,6,0,0,2,1,5,2,1,1,1,1,1,2,5,1,2,0,1,0,1,2,2,1,0,1,1,1,2,3,1,1,1,0,0,1,0,1,51
OG0005203,1,3,1,1,1,3,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,3,1,0,1,1,1,1,1,2,1,3,2,0,2,51
OG0005204,1,4,2,1,1,1,1,3,0,1,1,1,1,2,1,3,1,1,1,2,1,2,0,3,1,1,2,2,1,1,1,1,1,2,1,2,0,51
OG0005205,1,2,1,1,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,0,3,2,0,3,51
OG0005206,1,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,1,1,51
OG0005207,2,2,4,1,1,2,2,0,1,1,2,2,1,1,1,1,0,1,2,1,2,2,1,3,1,1,0,3,1,2,1,1,0,2,2,1,0,51
OG0005208,1,4,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,4,1,1,1,2,2,1,1,1,1,1,2,1,1,51
OG0005209,1,0,0,3,1,1,2,0,1,1,0,4,3,4,0,0,0,0,1,4,0,4,0,0,11,0,1,0,5,1,1,1,0,0,1,0,0,51
OG0005210,1,2,0,2,1,1,2,1,2,1,1,2,2,1,1,4,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,4,1,1,1,0,1,51
OG0005211,3,4,2,1,1,1,2,5,1,0,2,1,1,1,0,1,1,1,1,1,1,2,1,6,1,1,1,1,1,0,0,1,1,2,1,0,1,51
OG0005212,1,0,2,2,1,1,2,0,1,3,2,2,5,2,1,0,1,1,1,1,3,1,0,0,4,0,1,2,1,1,1,2,2,1,1,1,1,51
OG0005213,3,2,1,1,1,1,2,2,2,0,2,2,2,3,0,4,0,1,1,1,4,2,1,0,2,1,1,2,1,1,1,2,0,0,1,0,1,51
OG0005214,3,0,8,1,1,1,11,0,1,1,0,2,5,0,0,0,0,3,0,0,0,3,1,2,1,0,1,0,1,1,1,2,0,0,1,0,0,51
OG0005215,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,3,2,1,3,2,1,1,1,1,1,0,2,2,1,51
OG0005216,1,4,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,2,0,2,2,1,1,1,1,2,1,1,1,51
OG0005217,1,2,3,1,1,2,2,1,1,1,0,3,2,1,1,2,1,1,1,1,1,2,1,4,1,1,0,1,2,1,2,1,1,1,1,2,1,51
OG0005218,1,2,1,3,2,1,2,2,0,1,1,1,1,1,1,1,1,4,1,1,1,2,1,3,1,1,1,2,2,1,1,1,1,2,2,0,1,51
OG0005219,1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,3,1,1,2,3,1,1,1,2,1,3,1,0,1,51
OG0005220,1,2,1,1,0,3,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,1,2,1,1,4,1,51
OG0005221,1,2,0,1,1,4,2,0,0,2,1,1,1,1,1,6,0,2,0,0,1,4,1,3,1,2,1,2,1,1,1,2,1,2,1,0,1,51
OG0005222,1,2,1,2,0,2,2,2,1,1,0,4,0,2,1,2,2,1,1,2,1,2,1,3,2,0,1,2,1,1,1,1,1,2,1,1,1,51
OG0005223,1,2,2,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,3,1,1,2,1,2,1,1,2,2,1,1,1,1,1,2,1,0,2,51
OG0005224,1,2,5,1,1,4,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,3,1,1,1,2,1,2,1,1,0,2,2,1,1,51
OG0005225,1,2,1,1,1,1,1,1,1,1,1,2,4,5,1,2,1,1,1,3,1,1,1,3,2,0,1,1,1,1,1,1,1,1,1,1,1,51
OG0005226,1,4,4,1,1,2,2,1,1,0,0,3,1,4,1,2,1,1,2,1,0,1,0,3,1,0,1,1,1,1,1,1,1,0,4,1,1,51
OG0005227,1,3,1,1,1,1,2,2,1,3,0,1,1,1,1,3,1,1,1,1,1,3,1,4,1,1,1,2,1,2,1,1,1,1,1,1,1,51
OG0005228,1,3,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,8,2,1,0,2,1,1,1,1,1,1,2,1,1,51
OG0005229,1,4,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,2,3,1,51
OG0005230,1,2,1,2,1,2,2,4,4,1,3,1,1,1,1,1,0,1,2,1,2,5,1,0,1,0,2,2,1,1,1,1,0,1,1,0,0,51
OG0005231,1,2,2,1,1,2,2,1,3,1,2,1,0,1,2,1,1,0,1,1,1,1,1,7,1,1,1,2,2,1,1,1,1,1,1,1,1,51
OG0005232,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,5,1,2,1,1,1,1,1,1,1,3,1,0,1,51
OG0005233,2,2,5,1,1,3,2,1,3,1,2,1,1,1,1,0,0,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,0,4,1,0,0,51
OG0005234,1,0,0,2,1,2,2,0,1,1,0,3,7,2,0,1,1,1,1,1,1,2,1,5,1,0,1,3,3,1,1,2,1,0,1,0,1,51
OG0005235,2,2,2,2,1,1,2,1,1,1,4,1,1,2,0,1,1,1,1,1,0,2,1,3,1,1,2,2,1,1,2,1,2,0,3,0,1,51
OG0005236,1,5,5,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,2,2,3,1,2,1,0,1,2,1,1,1,1,1,2,2,0,1,51
OG0005237,1,1,1,1,1,4,2,3,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,2,1,4,2,1,0,1,51
OG0005238,3,2,0,1,1,2,2,0,1,1,0,2,1,9,0,0,0,1,1,1,1,3,1,3,1,1,1,2,4,1,1,1,0,1,1,0,1,51
OG0005239,1,2,1,4,1,4,2,0,2,1,0,2,1,2,1,1,0,2,1,1,1,1,1,3,4,1,1,1,1,1,2,1,1,1,1,0,1,51
OG0005240,1,3,1,1,1,1,2,1,2,4,1,2,1,1,1,1,1,2,1,1,1,1,1,4,2,1,1,2,1,2,1,1,1,1,1,0,1,51
OG0005241,2,0,1,1,1,1,0,0,1,2,1,1,6,1,0,0,0,1,1,1,1,6,1,3,5,1,1,1,4,2,1,1,0,1,1,0,1,51
OG0005242,2,4,0,1,1,1,2,0,1,1,0,3,4,3,0,1,0,1,0,1,1,1,1,9,1,1,1,2,1,1,1,1,0,2,1,0,1,51
OG0005243,1,4,1,1,1,2,2,1,1,1,1,1,3,4,1,1,1,1,1,1,1,2,1,2,1,1,0,2,2,1,2,1,1,1,2,0,1,51
OG0005244,4,0,0,0,0,1,1,1,0,1,0,2,3,6,0,0,0,4,0,1,1,7,4,0,3,0,2,3,0,1,0,1,0,0,5,0,0,51
OG0005245,2,2,4,1,1,4,2,1,3,1,1,2,3,2,1,1,0,1,1,1,0,2,1,3,1,0,1,2,1,1,1,1,0,1,1,0,1,51
OG0005246,2,4,1,1,1,2,2,1,1,1,3,1,1,2,1,0,1,1,1,2,1,1,1,6,1,1,1,2,1,1,1,1,0,2,1,0,1,51
OG0005247,1,0,1,1,1,1,2,2,1,1,1,1,3,4,1,0,1,1,1,1,1,7,1,2,3,1,1,2,1,1,1,1,1,1,1,0,1,51
OG0005248,1,8,2,0,0,0,2,1,1,0,3,0,0,1,0,0,2,1,1,1,3,1,0,9,0,0,0,2,0,0,1,5,1,1,1,1,2,51
OG0005249,1,3,1,1,1,1,2,2,1,1,1,1,2,6,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,51
OG0005250,1,4,1,1,1,2,3,1,1,0,1,2,1,1,4,2,1,2,1,1,1,1,1,3,1,1,1,1,2,1,1,2,1,0,1,1,1,51
OG0005251,6,2,0,4,1,1,2,0,1,1,3,1,2,1,2,1,0,4,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,51
OG0005252,2,1,2,1,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,3,2,0,1,51
OG0005253,2,0,0,0,1,0,2,0,1,1,0,2,2,2,1,1,1,1,1,1,1,4,1,6,2,0,1,2,0,1,1,1,1,0,1,10,0,51
OG0005254,1,5,1,1,1,2,1,0,1,1,1,1,1,2,0,1,1,1,3,1,1,2,2,2,1,1,1,2,1,1,1,3,1,3,2,0,1,51
OG0005255,1,0,4,1,1,1,2,0,1,3,1,3,1,1,1,2,3,1,0,1,2,2,1,3,1,1,1,1,2,1,2,1,1,2,1,0,1,51
OG0005256,3,5,3,4,2,3,2,0,2,1,0,2,1,1,1,0,0,1,1,1,1,3,2,2,1,0,1,1,1,1,1,1,0,1,1,0,1,51
OG0005257,1,2,1,1,1,2,2,1,2,1,1,2,3,1,0,1,1,1,1,1,1,2,0,4,2,1,1,2,2,1,1,1,2,2,1,1,1,51
OG0005258,1,1,2,1,1,1,2,1,1,1,1,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,2,1,1,1,51
OG0005259,2,4,1,2,1,2,1,0,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,3,1,1,1,1,3,1,2,2,1,1,1,0,1,51
OG0005260,1,2,4,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,1,1,1,1,0,2,1,1,51
OG0005261,1,2,1,1,1,2,4,0,2,1,2,2,1,2,3,0,1,1,0,2,1,2,1,3,1,1,2,1,3,1,1,1,1,0,3,0,0,51
OG0005262,1,3,2,1,1,1,4,2,1,2,1,1,1,1,1,2,0,1,1,1,1,2,1,3,1,1,1,2,1,1,1,0,2,1,3,1,1,51
OG0005263,1,3,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,1,2,1,1,1,1,2,1,51
OG0005264,1,2,0,2,1,1,4,3,1,1,1,1,3,4,0,1,1,0,1,2,2,2,1,2,1,0,3,1,2,1,1,1,1,2,1,0,0,51
OG0005265,1,4,2,1,1,1,2,0,1,1,1,1,5,2,1,0,0,1,1,1,1,5,1,5,1,0,1,1,1,1,1,2,0,1,2,0,1,51
OG0005266,1,4,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,2,1,1,1,1,2,1,1,2,1,51
OG0005267,2,2,1,1,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,6,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,51
OG0005268,2,2,1,1,1,1,2,0,1,1,0,1,1,2,1,0,1,2,1,2,1,2,1,8,2,0,1,0,2,1,2,1,2,3,2,0,0,51
OG0005269,1,2,0,1,1,1,2,1,2,1,0,4,3,6,2,2,1,1,0,2,1,4,1,0,1,0,1,1,1,1,1,1,1,3,1,0,0,51
OG0005270,1,7,1,1,1,1,2,1,2,2,1,1,2,2,1,4,0,1,1,1,2,1,1,3,1,0,2,1,1,2,1,1,0,0,1,0,1,51
OG0005271,1,5,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,3,1,1,1,51
OG0005272,2,8,1,1,1,1,1,0,1,1,2,1,1,3,1,0,0,1,1,1,1,2,1,3,2,0,2,1,1,3,1,1,1,1,2,0,1,51
OG0005273,2,2,2,3,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,2,1,51
OG0005274,1,2,2,2,1,1,1,2,1,1,1,3,3,1,1,2,1,1,1,1,2,1,1,3,1,1,1,2,1,1,1,1,2,1,1,1,1,51
OG0005275,2,0,1,2,1,1,2,0,1,2,0,1,1,1,1,2,1,2,1,1,2,2,1,0,2,0,1,2,6,2,2,1,1,2,2,1,1,51
OG0005276,1,2,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,5,2,3,2,1,1,1,1,1,1,1,1,1,2,0,1,51
OG0005277,2,4,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,3,3,1,1,1,1,1,3,1,1,51
OG0005278,1,1,3,5,1,3,4,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,0,0,1,0,1,51
OG0005279,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,5,1,1,2,2,1,1,2,1,1,1,3,1,1,51
OG0005280,1,3,2,1,1,5,2,0,2,1,1,1,1,1,0,0,0,1,0,2,2,2,1,3,5,3,1,1,1,1,1,1,1,0,2,0,1,51
OG0005281,1,2,1,1,1,4,2,1,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,1,1,1,1,1,2,0,1,51
OG0005282,1,4,1,1,1,1,2,1,2,1,1,1,1,1,1,4,3,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,3,0,1,51
OG0005283,2,0,1,1,1,1,2,0,1,1,1,5,1,5,0,8,0,1,1,2,1,6,1,0,2,0,1,1,1,1,1,1,0,0,0,0,1,51
OG0005284,3,3,1,3,0,2,1,1,1,1,0,0,2,3,0,2,1,0,0,2,1,1,1,3,1,1,1,1,7,1,3,0,1,1,2,0,0,51
OG0005285,1,2,1,2,1,3,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,4,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,51
OG0005286,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,3,4,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,51
OG0005287,2,4,1,1,1,1,2,1,1,0,0,2,1,1,0,9,1,1,0,1,1,3,1,3,1,2,1,2,1,1,1,1,1,0,1,0,1,51
OG0005288,1,4,1,7,1,1,2,0,1,1,2,1,2,2,1,0,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,0,2,0,1,51
OG0005289,2,2,1,1,1,1,2,3,2,0,1,0,1,1,1,1,1,2,1,1,1,6,3,1,1,0,1,1,2,0,1,1,2,2,2,0,2,51
OG0005290,1,2,1,3,1,3,5,0,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,51
OG0005291,1,1,4,1,1,2,2,0,1,1,1,2,2,5,1,4,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,0,1,0,1,51
OG0005292,1,1,2,2,3,1,2,2,1,1,1,1,1,2,1,0,1,1,1,1,1,3,1,3,1,1,3,1,4,1,1,2,1,0,1,0,1,51
OG0005293,1,2,0,4,1,8,2,0,2,1,0,2,1,4,1,1,0,1,1,2,1,1,0,3,2,0,1,1,2,1,1,1,1,0,1,0,1,51
OG0005294,1,2,1,1,1,1,6,2,1,1,0,1,2,1,1,4,1,1,2,1,1,1,1,5,1,1,1,2,1,1,1,1,1,1,1,0,0,51
OG0005295,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,3,1,1,1,1,2,2,2,1,1,51
OG0005296,3,3,0,1,1,0,4,0,2,1,0,2,1,7,0,0,0,3,2,1,2,0,2,0,1,0,1,0,1,1,2,10,0,0,0,0,0,51
OG0005297,1,4,4,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,4,2,1,1,2,1,1,1,1,1,0,2,0,1,51
OG0005298,1,2,1,1,1,4,2,1,1,1,1,2,1,4,0,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,2,1,2,1,1,51
OG0005299,1,0,0,3,1,1,2,2,1,0,2,2,0,17,1,0,0,1,0,1,1,1,2,0,1,0,1,2,1,1,1,1,0,0,2,1,1,51
OG0005300,1,2,4,1,1,2,2,2,1,1,1,2,4,1,1,1,0,1,1,1,1,2,1,3,1,2,0,1,1,1,1,1,0,3,2,0,1,51
OG0005301,3,2,3,1,1,1,2,0,1,2,1,2,1,3,0,1,1,1,0,1,1,2,1,0,1,1,2,5,2,1,2,1,1,1,2,0,1,51
OG0005302,1,2,1,1,1,2,2,0,1,1,0,1,1,2,1,0,0,1,0,1,0,4,1,3,10,0,4,1,1,1,1,1,0,1,2,0,2,51
OG0005303,1,0,1,1,1,2,3,1,1,1,1,1,1,4,1,2,1,1,2,2,2,1,1,0,2,1,2,2,1,1,1,1,1,4,1,0,2,51
OG0005304,1,2,1,1,1,5,1,1,3,1,1,1,1,1,2,1,2,2,1,1,2,1,2,3,1,1,1,2,2,1,1,1,0,1,1,0,1,51
OG0005305,1,2,5,1,1,1,2,1,2,1,1,3,2,2,1,4,0,1,0,1,1,1,1,0,2,1,1,3,1,1,1,1,0,0,1,2,2,51
OG0005306,1,5,1,4,1,2,2,0,1,1,1,3,1,2,0,0,1,1,2,1,1,3,1,3,2,1,1,1,1,1,1,1,2,0,1,0,1,51
